idx	tier	date	link	insts	venue	title
1109	N	2022-11	10.1007/s44196-022-00148-8	Jadavpur University; Universidad de Guadalajara	International Journal of Computational I	Z-Transform-Based Profile Matching to Develop a Learning-Free Keyword Spotting Method for Handwritten Document Images
1110	A	2022-11	arxiv.org/abs/2211.00439v1	Korea Advanced Institute of Science and Technology; Hyundai Motors (South Korea)		Metric Learning for User-defined Keyword Spotting
1111	C	2022-11	10.1109/tcad.2022.3197509	Southeast University	IEEE Transactions on Computer-Aided Desi	An Efficient BCNN Deployment Method Using Quality-Aware Approximate Computing
1112	C	2022-10	10.24912/jmstkik.v6i2.13298	Tarumanagara University	Jurnal Muara Sains Teknologi Kedokteran 	ANALISIS KEKUATAN TARIK SAMBUNGAN PLAT ALUMINIUM AA 5083 PADA PADA PROSES SPOT WELDING
1113	A	2022-10	arxiv.org/abs/2210.16743v1	Northwestern Polytechnical University; Horizon Robotics (China)		WeKws: A production first small-footprint end-to-end Keyword Spotting Toolkit
1114	C	2022-10	10.1109/sensors52175.2022.9967130	Taiwan Semiconductor Manufacturing Company (Taiwan); National Institutes of Applied Research	2022 IEEE Sensors	vMic: A Surface Vibration Microphone
1115	C	2022-10	arxiv.org/abs/2210.16611v2	?	arXiv (Cornell University)	Application of Knowledge Distillation to Multi-task Speech Representation Learning
1116	C	2022-10	arxiv.org/abs/2210.15425v1	?		HEiMDaL: Highly Efficient Method for Detection and Localization of wake-words
1117	C	2022-10	10.1109/wf-iot54382.2022.10152266	MegaChips (United States)		Data Augmentation for Edge-AI on-chip Learning
1118	A	2022-10	10.1109/icsict55466.2022.9963415	Peking University	2022 IEEE 16th International Conference 	Residual Spiking Neural Network on a Programmable Neuromorphic Hardware for Speech Keyword Spotting
1119	A	2022-10	10.1109/icsict55466.2022.9963278	Fudan University; State Key Laboratory of ASIC and System	2022 IEEE 16th International Conference 	A Low-power and High-accuracy Accelerator with Voice Classification for Keyword Spotting
1120	C	2022-10	10.1109/icsict55466.2022.9963435	Southeast University; Institute of Electronics	2022 IEEE 16th International Conference 	Compressors Evolution based High Speed and Energy Efficient Approximate Signed Multiplier
1121	C	2022-10	10.1109/norcas57515.2022.9934553	Embedded Systems (United States); RWTH Aachen University; Synopsys (Switzerland)		Design and Exploration of an ARC-Coprocessor for LSTM Based Audio Applications
1122	A	2022-10	arxiv.org/abs/2210.11519v1	?		Discriminatory and orthogonal feature learning for noise robust keyword spotting
1123	C	2022-10	arxiv.org/abs/2210.11588v3	?		Anchored Speech Recognition with Neural Transducers
1124	A	2022-10	10.1109/isocc56007.2022.10031559	Agency for Science, Technology and Research; A*STAR Graduate Academy	2022 19th International SoC Design Confe	Noise-Aware and Lightweight LSTM for Keyword Spotting Applications
1125	C	2022-10	10.1145/3511808.3557187	Otto-von-Guericke-Universität Magdeburg	Proceedings of the 31st ACM Internationa	X-Vision: Explainable Image Retrieval by Re-Ranking in Semantic Space
1126	C	2022-10	10.1007/978-3-031-18458-1_9	Google (United States)	Lecture notes in networks and systems	Sound as an Interface, Methods to Evaluate Voice User Interface (VUI) Experiences in Various Contexts
1127	C	2022-10	10.26524/sajet.2022.12.53	Rhodes College; Sanskriti Samvardhan Mandal	South Asian Journal of Engineering and T	Enhancing dynamic location data by means of d-toss in spatial data heuristic partition
1128	A	2022-10	10.1109/tce.2022.3213075	Xi'an Aeronautical University	IEEE Transactions on Consumer Electronic	A Lightweight Architecture for Query-by-Example Keyword Spotting on Low-Power IoT Devices
1129	A	2022-10	10.1145/3503161.3548350	Sun Yat-sen University; Shenzhen University; Shenzhen Academy of Robotics	Proceedings of the 30th ACM Internationa	Keyword Spotting in the Homomorphic Encrypted Domain Using Deep Complex-Valued CNN
1130	A	2022-10	arxiv.org/abs/2210.02732v2	Seoul National University	2022 IEEE Spoken Language Technology Wor	Fully Unsupervised Training of Few-shot Keyword Spotting
1131	A	2022-10	arxiv.org/abs/2210.02904v1	?		WakeUpNet: A Mobile-Transformer based Framework for End-to-End Streaming Voice Trigger
1132	A	2022-10	arxiv.org/abs/2210.01961v1	?	arXiv (Cornell University)	Split Federated Learning on Micro-controllers: A Keyword Spotting Showcase
1133	A	2022-10	arxiv.org/abs/2210.01703v3	Aalborg University		Improving Label-Deficient Keyword Spotting Through Self-Supervised Pretraining
1134	C	2022-09	arxiv.org/abs/2209.15167v1	?		An empirical study of weakly supervised audio tagging embeddings for general audio representations
1135	A	2022-09	arxiv.org/abs/2209.15296v1	?	arXiv (Cornell University)	Wake Word Detection Based on Res2Net
1136	A	2022-09	10.1109/mmsp55362.2022.9949982	University of Washington Bothell	2022 IEEE 24th International Workshop on	HEKWS: Privacy-Preserving Convolutional Neural Network-based Keyword Spotting with a Ciphertext Packing Technique
1137	A	2022-09	arxiv.org/abs/2209.11377v1	?	Interspeech 2022	UniKW-AT: Unified Keyword Spotting and Audio Tagging
1138	N	2022-09	arxiv.org/abs/2209.10441v1	?	arXiv (Cornell University)	A Few Shot Multi-Representation Approach for N-gram Spotting in Historical Manuscripts
1139	C	2022-09	10.1016/j.specom.2022.09.004	National Institute of Technology Patna	Speech Communication	Enhancement of formant regions in magnitude spectra to develop children’s KWS system in zero resource scenario
1140	A	2022-09	10.21437/interspeech.2022-10450	?	Interspeech 2022	Generalized Keyword Spotting using ASR embeddings
1141	A	2022-09	10.21437/interspeech.2022-107	?	Interspeech 2022	Deep residual spiking neural network for keyword spotting in low-resource settings
1142	A	2022-09	10.21437/interspeech.2022-11050	?	Interspeech 2022	Production federated keyword spotting via distillation, filtering, and joint federated-centralized training
1143	A	2022-09	10.21437/interspeech.2022-10500	Nanyang Technological University; Nanyang Polytechnic	Interspeech 2022	Rainbow Keywords: Efficient Incremental Learning for Online Spoken Keyword Spotting
1144	A	2022-09	10.21437/interspeech.2022-633	?	Interspeech 2022	Knowledge distillation for In-memory keyword spotting model
1145	A	2022-09	10.21437/interspeech.2022-11090	?	Interspeech 2022	DyConvMixer: Dynamic Convolution Mixer Architecture for Open-Vocabulary Keyword Spotting
1146	A	2022-09	10.21437/interspeech.2022-573	?	Interspeech 2022	Low-complex and Highly-performed Binary Residual Neural Network for Small-footprint Keyword Spotting
1147	A	2022-09	10.21437/interspeech.2022-394	?	Interspeech 2022	SiDi KWS: A Large-Scale Multilingual Dataset for Keyword Spotting
1148	A	2022-09	10.21437/interspeech.2022-47	?	Interspeech 2022	Keyword Spotting with Synthetic Data using Heterogeneous Knowledge Distillation
1149	A	2022-09	10.21437/interspeech.2022-11356	?	Interspeech 2022	Multi-class AUC Optimization for Robust Small-footprint Keyword Spotting with Limited Training Data
1150	C	2022-09	10.21437/interspeech.2022-10269	Tongji University; Southern University of Science and Technology; Chinese University of Hong Kong, Shenzhen; Microsoft Research (United Kingdom)	Interspeech 2022	LightHuBERT: Lightweight and Configurable Speech Representation Learning with Once-for-All Hidden-Unit BERT
1151	C	2022-09	10.21437/interspeech.2022-10992	University of Rochester; Adobe Systems (United States)	Interspeech 2022	Filler Word Detection and Classification: A Dataset and Benchmark
1152	C	2022-09	10.21437/interspeech.2022-10412	Logitech (Switzerland); École Polytechnique Fédérale de Lausanne	Interspeech 2022	PEAF: Learnable Power Efficient Analog Acoustic Features for Audio Recognition
1153	A	2022-09	10.21437/interspeech.2022-10650	University of Science and Technology of China; Georgia Institute of Technology; Università degli Studi di Enna Kore; Carnegie Mellon University	Interspeech 2022	Audio-Visual Wake Word Spotting in MISP2021 Challenge: Dataset Release and Deep Analysis
1154	A	2022-09	10.21437/interspeech.2022-842	?	Interspeech 2022	Clustering-based Wake Word Detection in Privacy-aware Acoustic Sensor Networks
1155	A	2022-09	10.21437/interspeech.2022-11160	University of Hong Kong; JPMorgan Chase & Co (United States)	Interspeech 2022	Improving Voice Trigger Detection with Metric Learning
1156	A	2022-09	10.21437/interspeech.2022-10409	University of West Bohemia in Pilsen	Interspeech 2022	Deep LSTM Spoken Term Detection using Wav2Vec 2.0 Recognizer
1157	A	2022-09	arxiv.org/abs/2209.06360v1	Nanyang Technological University; Xi'an Jiaotong University	2022 Asia-Pacific Signal and Information	I2CR: Improving Noise Robustness on Keyword Spotting Using Inter-Intra Contrastive Regularization
1158	C	2022-09	10.1201/9780429332821-15	?		A Formal Treatment of the Sampling-based Approach to Managing Image Databases
1159	A	2022-09	10.1109/jssc.2022.3197838	Southeast University	IEEE Journal of Solid-State Circuits	AAD-KWS: A Sub-μ W Keyword Spotting Chip With an Acoustic Activity Detector Embedded in MFCC and a Tunable Detection Window in 28-nm CMOS
1160	C	2022-09	arxiv.org/abs/2209.03807v2	University of Tübingen	2022 25th Euromicro Conference on Digita	Hardware Accelerator and Neural Network Co-Optimization for Ultra-Low-Power Audio Processing Devices
1161	A	2022-09	10.1109/iwaenc53105.2022.9914745	?		Bonsapps Keyword Spotting Challenge : Environment Aware Universal Keyword Encoder for Low Footprint Devices
1162	C	2022-09	10.1109/iwaenc53105.2022.9914731	Google (United States)		Streaming Noise Context Aware Enhancement for Automatic Speech Recognition in Multi-Talker Environments
1163	C	2022-08	arxiv.org/abs/2208.13322v1	Google (United States)	Interspeech 2022	Streaming Intended Query Detection using E2E Modeling for Continued Conversation
1164	C	2022-08	10.23919/eusipco55093.2022.9909522	Stellenbosch University; Task Applied Science	2022 30th European Signal Processing Con	Wake-Cough: cough spotting and cougher identification for personalised long-term cough monitoring
1165	C	2022-08	arxiv.org/abs/2208.11761v2	Indian Institute of Technology Madras; Microsoft (Germany)	Proceedings of the AAAI Conference on Ar	IndicSUPERB: A Speech Processing Universal Performance Benchmark for Indian languages
1166	C	2022-08	10.1145/3539813.3545133	Leiden University		On the Interpolation of Contextualized Term-based Ranking with BM25 for Query-by-Example Retrieval
1167	A	2022-08	10.1109/icpr56361.2022.9956211	Infineon Technologies (Singapore); Infineon Technologies (United States); Infineon Technologies (Germany)	2022 26th International Conference on Pa	Robust Representations for Keyword Spotting Systems
1168	N	2022-08	arxiv.org/abs/2208.09759v1	?		ReckOn: A 28nm Sub-mm2 Task-Agnostic Spiking Recurrent Neural Network Processor Enabling On-Chip Learning over Second-Long Timescales
1169	C	2022-08	10.1109/mm.2022.3198321	American Rock Mechanics Association; ARM (United Kingdom); IBM Research - Zurich	IEEE Micro	ML-HW Co-Design of Noise-Robust TinyML Models and Always-On Analog Compute-in-Memory Edge Accelerator
1170	A	2022-08	10.3390/electronics11162571	Sun Yat-sen University	Electronics	A Configurable Accelerator for Keyword Spotting Based on Small-Footprint Temporal Efficient Neural Network
1171	A	2022-08	10.1145/3558002	Institute of Microelectronics; University of Chinese Academy of Sciences; Chinese Academy of Sciences; Institute of Automation	ACM Transactions on Asian and Low-Resour	Low-Power Feature-Attention Chinese Keyword Spotting Framework with Distillation Learning
1172	A	2022-08	arxiv.org/abs/2208.04622v1	Microsoft Research Asia (China); University of Technology Sydney	Interspeech 2022	An Anchor-Free Detector for Continuous Speech Keyword Spotting
1173	A	2022-08	arxiv.org/abs/2208.02765v1	?	arXiv (Cornell University)	Keyword Spotting System and Evaluation of Pruning and Quantization Methods on Low-power Edge Microcontrollers
1174	C	2022-08	10.1109/tcsii.2022.3196045	Southeast University	IEEE Transactions on Circuits & Systems 	A Reconfigurable Approximate Computing Architecture With Dual-VDD for Low-Power Binarized Weight Network Deployment
1175	A	2022-08	arxiv.org/abs/2208.00693v1	Korea Advanced Institute of Science and Technology	IEEE Journal of Solid-State Circuits	A 23 $μ$W Keyword Spotting IC with Ring-Oscillator-Based Time-Domain Feature Extraction
1176	A	2022-08	10.1109/mlise57402.2022.00035	Spencer Technologies (United States)	2022 International Conference on Machine	Fast QBE: Towards Real-Time Spoken Term Detection with Separable Model
1177	C	2022-08	10.14778/3554821.3554865	Technische Universität Berlin; Systems, Applications & Products in Data Processing (United Kingdom); IT University of Copenhagen	Proceedings of the VLDB Endowment	Satellite image search in AgoraEO
1178	C	2022-08	10.18287/2412-6179-co-1030	Bratsk State University	Computer Optics	Investigation of the applicability of natural language processing methods to problems of searching and matching of machinery drawing images
1179	C	2022-07	10.1587/transinf.2022edl8012	Chinese Academy of Sciences; Institute of Acoustics; University of Chinese Academy of Sciences	IEICE Transactions on Information and Sy	Label-Adversarial Jointly Trained Acoustic Word Embedding
1180	A	2022-07	10.1145/3546790.3546795	Centrum Wiskunde & Informatica; Huawei Technologies (China)		Attentive Decision-making and Dynamic Resetting of Continual Running SRNNs for End-to-End Streaming Keyword Spotting
1181	C	2022-07	10.1016/j.knosys.2022.109438	HUTECH University; Ho Chi Minh City University of Technology; Griffith University; Hanoi University of Science and Technology	Knowledge-Based Systems	Model-agnostic and diverse explanations for streaming rumour graphs
1182	N	2022-07	10.1109/icict54344.2022.9850900	University of Mysore	2022 International Conference on Inventi	A Convolutional Autoencoder based Keyword Spotting in Historical Handwritten Devanagari Documents
1183	B	2022-07	10.1109/jssc.2022.3191008	University of Macau; Institute of Microelectronics	IEEE Journal of Solid-State Circuits	A 108-nW 0.8-mm2 Analog Voice Activity Detector Featuring a Time-Domain CNN With Sparsity-Aware Computation and Sparsified Quantization in 28-nm CMOS
1184	C	2022-07	10.1109/tmm.2022.3192727	Shandong University; Nanjing University of Science and Technology; Amazon (United States); Bellevue Hospital Center	IEEE Transactions on Multimedia	Tackling Micro-Expression Data Shortage via Dataset Alignment and Active Learning
